1.0187,0.6805,0
0.98882,0.68753,0
1.0224,0.73945,0
0.95897,0.70345,0
0.94089,0.74278,0
0.82646,0.69597,0
0.92077,0.61781,0
0.97874,0.71364,0
0.83423,0.73618,0
0.96741,0.74576,0
0.91459,0.81641,0
0.95494,0.67608,0
0.8353,0.62898,0
0.97131,0.66493,0
0.86705,0.70923,0
0.94203,0.65163,0
0.92575,0.65776,0
0.8623,0.71393,0
0.95991,0.6337,0
0.95063,0.67148,0
0.92947,0.70165,0
0.92004,0.66115,0
0.9301,0.70444,0
0.93703,0.61107,0
0.89145,0.74263,0
0.94116,0.70622,0
1.0055,0.77042,0
0.94834,0.62922,0
0.92114,0.70369,0
0.96822,0.74769,0
0.86586,0.66654,0
0.95091,0.66851,0
0.89675,0.71092,0
0.93088,0.74429,0
0.91351,0.74732,0
1.0244,0.70892,0
0.86309,0.64916,0
1.0005,0.74614,0
0.91343,0.66108,0
0.84354,0.72218,0
0.90672,0.69863,0
0.97579,0.70343,0
0.93987,0.74125,0
0.9361,0.70595,0
0.94932,0.71515,0
0.79624,0.6216,0
0.94282,0.62847,0
0.94007,0.70484,0
0.86784,0.6433,0
0.84252,0.64743,0
0.95796,0.82392,0
0.99664,0.68516,0
0.8889,0.69763,0
0.86279,0.64628,0
0.81621,0.61945,0
0.92269,0.65363,0
0.96048,0.70948,0
0.88576,0.62729,0
0.88824,0.60167,0
0.79181,0.74413,0
0.92759,0.69546,0
1.0402,0.62482,0
0.91974,0.70307,0
0.88561,0.68902,0
0.98087,0.75009,0
0.95631,0.70115,0
0.88127,0.66449,0
0.91294,0.75205,0
0.92351,0.72816,0
0.90846,0.7304,0
0.90353,0.72338,0
0.98185,0.76517,0
0.97312,0.70602,0
0.82978,0.72365,0
0.93603,0.64694,0
0.89959,0.71254,0
0.92942,0.61341,0
0.85236,0.72779,0
0.95728,0.75082,0
0.90921,0.71407,0
0.9777,0.77889,0
0.90699,0.65207,0
0.92665,0.65541,0
0.87557,0.75479,0
1.0448,0.71485,0
0.92866,0.73398,0
0.90415,0.71638,0
0.97227,0.75968,0
0.89551,0.63541,0
0.938,0.71624,0
0.88473,0.74766,0
0.85886,0.67401,0
0.93434,0.59689,0
0.88436,0.74563,0
0.9587,0.66665,0
0.88065,0.74268,0
0.95657,0.70673,0
0.98652,0.66555,0
0.92528,0.73831,0
0.87187,0.70338,0
0.91903,0.66769,0
0.94618,0.67896,0
0.87361,0.5834,0
0.895,0.72593,0
0.88513,0.67926,0
0.96836,0.70702,0
0.96109,0.73914,0
0.95211,0.77104,0
0.9262,0.71255,0
0.98849,0.61589,0
0.89255,0.60814,0
0.9284,0.71816,0
0.93348,0.72558,0
0.88224,0.65715,0
0.95805,0.66804,0
0.97711,0.64964,0
0.85763,0.66587,0
0.85043,0.72903,0
0.97867,0.71749,0
0.89505,0.76246,0
0.8153,0.69093,0
0.96617,0.75173,0
0.87471,0.62132,0
0.93738,0.70768,0
0.88194,0.72195,0
0.90298,0.67996,0
0.84636,0.60989,0
0.96261,0.77101,0
0.92536,0.70186,0
0.96054,0.66525,0
0.89228,0.64659,0
0.92928,0.71909,0
0.90915,0.64063,0
0.92721,0.76844,0
0.95006,0.61953,0
0.89275,0.73246,0
0.79777,0.65424,0
0.92265,0.65525,0
0.91546,0.60645,0
0.83861,0.6963,0
0.91289,0.70642,0
0.88944,0.71718,0
0.89806,0.69864,0
0.93646,0.63866,0
0.861,0.69348,0
0.99392,0.68853,0
0.84403,0.70332,0
0.94231,0.69467,0
0.87808,0.73418,0
0.8676,0.65719,0
0.91647,0.72833,0
0.92521,0.66615,0
1.0336,0.69953,0
0.88349,0.62368,0
0.87552,0.71021,0
0.96856,0.7022,0
0.88853,0.6706,0
0.90048,0.68453,0
0.92648,0.60231,0
1.0246,0.81198,0
0.93252,0.71659,0
0.91049,0.69391,0
0.93468,0.69297,0
0.93206,0.64822,0
0.95205,0.74028,0
0.90357,0.68162,0
0.89143,0.60915,0
0.89133,0.74303,0
0.91337,0.68292,0
0.83655,0.66676,0
0.84445,0.70573,0
1.0204,0.71706,0
0.93635,0.72739,0
0.94963,0.68719,0
0.90711,0.75127,0
1.0024,0.71451,0
0.88256,0.64629,0
0.92521,0.66157,0
0.90518,0.64758,0
0.96609,0.64059,0
0.88849,0.73782,0
0.93151,0.64814,0
0.85529,0.72498,0
0.88451,0.68772,0
0.90307,0.69733,0
0.97538,0.73919,0
0.88053,0.70823,0
0.95958,0.64817,0
0.96808,0.68269,0
0.94268,0.70018,0
0.9308,0.67241,0
0.85722,0.65953,0
0.86973,0.66588,0
0.91939,0.69721,0
0.99854,0.66784,0
0.85394,0.67178,0
0.95496,0.70028,0
0.90663,0.7048,0
0.87286,0.72387,0
0.92566,0.6439,0
0.98219,0.71556,0
0.88084,0.63399,0
0.84724,0.62342,0
0.90898,0.65113,0
0.98973,0.6772,0
0.89096,0.65266,0
0.94693,0.69652,0
0.84502,0.66437,0
0.86036,0.64763,0
0.90695,0.65668,0
0.92327,0.68353,0
0.92607,0.68923,0
0.85755,0.66687,0
0.9803,0.64854,0
0.97215,0.62317,0
0.9028,0.59987,0
1.0603,0.67767,0
0.87459,0.62537,0
0.96564,0.71434,0
0.96881,0.69667,0
0.85913,0.70235,0
0.8858,0.64009,0
0.91933,0.60707,0
0.95586,0.7125,0
0.8574,0.68152,0
0.87986,0.68048,0
0.8943,0.63198,0
0.93204,0.69689,0
0.96208,0.67493,0
0.9258,0.77221,0
0.9565,0.68391,0
0.86361,0.67945,0
0.93317,0.67137,0
0.94941,0.70973,0
0.89939,0.60693,0
0.89694,0.61854,0
0.92967,0.70123,0
0.94488,0.78182,0
0.86998,0.63276,0
0.88611,0.6839,0
0.96757,0.67682,0
0.94899,0.75274,0
0.91696,0.70927,0
0.9485,0.77067,0
0.90983,0.73993,0
0.981,0.69035,0
0.79613,0.74251,0
0.8706,0.65493,0
0.89116,0.7212,0
0.92418,0.64757,0
0.89862,0.66651,0
0.89003,0.61914,0
0.81599,0.66212,0
0.86535,0.65299,0
0.83891,0.72213,0
0.90515,0.6047,0
0.97429,0.66485,0
0.90018,0.69552,0
0.9259,0.70919,0
0.94484,0.73302,0
0.95736,0.67951,0
0.92795,0.74312,0
0.95215,0.6506,0
0.91384,0.69194,0
0.865,0.72998,0
0.94154,0.7249,0
0.9732,0.70561,0
0.95984,0.71095,0
0.91429,0.69725,0
0.83787,0.70462,0
0.92338,0.6433,0
0.99005,0.6949,0
0.90493,0.66853,0
0.81738,0.72039,0
0.91841,0.61296,0
0.96161,0.69487,0
0.87869,0.71382,0
0.91462,0.60685,0
0.9524,0.74927,0
0.85423,0.77233,0
0.97581,0.69114,0
0.93811,0.63375,0
0.96818,0.72779,0
0.15007,0.0018612,1
0.14051,0.02709,1
0.14674,0.01143,1
0.074935,0.06206,1
0.083982,0.056848,1
0.08886,0.054974,1
0.13976,0.020412,1
0.060029,0.035978,1
0.066379,0.051475,1
0.082238,0.046643,1
0.091263,0.060954,1
0.086341,0.069507,1
0.14428,0.022647,1
0.085329,0.061344,1
0.016304,0.07152,1
0.056702,0.051326,1
0.042418,0.064406,1
0.086251,0.066617,1
0.16988,0.030719,1
0.061852,0.048747,1
0.14262,0.021343,1
0.02891,0.061132,1
0.080157,0.065822,1
0.087657,0.07132,1
0.16016,0.027296,1
0.06231,0.042446,1
0.079585,0.054187,1
0.051122,0.04104,1
0.13342,-0.012796,1
0.087745,0.056151,1
0.13841,-0.0002741,1
0.032568,0.052518,1
0.070064,0.039547,1
0.070715,0.065412,1
0.13795,-0.01173,1
0.17694,0.0051161,1
0.065873,0.020714,1
0.14696,0.015431,1
0.033484,0.044412,1
0.057038,0.040187,1
0.13704,0.015758,1
0.05646,0.054129,1
0.14038,0.0093006,1
0.14856,0.011197,1
0.05256,0.033625,1
0.16036,0.038416,1
0.13633,-0.0068786,1
0.044867,0.089472,1
0.066397,0.063096,1
0.16103,-0.0050572,1
0.14261,0.025962,1
0.069543,0.053375,1
0.056552,0.02492,1
0.12986,-0.023874,1
0.13743,0.01635,1
0.047101,0.058629,1
0.07655,0.048621,1
0.054959,0.077663,1
0.065069,0.040479,1
0.053057,0.028531,1
0.16421,-0.012092,1
0.087101,0.075895,1
0.16532,-0.004858,1
0.15825,0.012226,1
0.083913,0.037898,1
0.064511,0.045226,1
0.18738,-0.010982,1
0.17132,0.032309,1
0.14779,0.00036653,1
0.1326,-0.0068468,1
0.067337,0.053059,1
0.20388,-0.037251,1
0.17914,0.012331,1
0.15349,0.012392,1
0.15159,-0.024843,1
0.054846,0.071618,1
0.13657,0.00062583,1
0.15347,0.011999,1
0.13745,0.01267,1
0.057187,0.068416,1
0.1593,0.023502,1
0.084572,0.062523,1
0.078259,0.062079,1
0.14289,0.018578,1
0.053547,0.034096,1
0.03837,0.062518,1
0.0033142,0.082271,1
0.13605,0.0041457,1
0.085894,0.067438,1
0.1444,0.036327,1
0.092582,0.068791,1
0.068864,0.051989,1
0.16889,-0.012835,1
0.051113,0.065207,1
0.13504,0.0086277,1
0.044484,0.03153,1
0.030914,0.091544,1
0.070978,0.077313,1
0.14787,-0.031744,1
0.16489,0.022094,1
0.091275,0.061776,1
0.069857,0.027488,1
0.1355,-0.0080764,1
0.18142,-0.045919,1
0.12771,-0.010857,1
0.16912,0.015566,1
0.065117,0.042482,1
0.075245,0.022276,1
0.18728,0.0024733,1
0.1516,0.0081585,1
0.065478,0.052041,1
0.083711,0.049231,1
0.090193,0.055963,1
0.16522,0.00039603,1
0.070534,0.048678,1
0.14403,-0.026886,1
0.05967,0.043107,1
0.016635,0.089831,1
0.16178,0.035837,1
0.078278,0.023518,1
0.1374,0.0076166,1
0.1496,0.026922,1
0.15605,0.026326,1
0.14981,0.0019308,1
0.08212,0.070083,1
